BP_Code	oriiginal_line_names_with_errors	Curated_line_names	end-use	hull	Row_Type	Growth_Habit
N6	ND26249	ND26249	malt	hulled	6	spring
N6	ND26251	ND26251	malt	hulled	6	spring
N6	ND26252	ND26252	malt	hulled	6	spring
N6	ND26262	ND26262	malt	hulled	6	spring
N6	ND26284	ND26284	malt	hulled	6	spring
N6	ND26288	ND26288	malt	hulled	6	spring
N6	ND26289	ND26289	malt	hulled	6	spring
N6	ND26292	ND26292	malt	hulled	6	spring
N6	ND26300	ND26300	malt	hulled	6	spring
N6	ND26303	ND26303	malt	hulled	6	spring
N6	ND26724	ND26724	0	0	6	spring
N6	ND26729	ND26729	0	0	6	spring
N6	ND26731	ND26731	0	0	6	spring
N6	ND26732	ND26732	0	0	6	spring
N6	ND26744	ND26744	0	0	6	spring
N6	ND26745	ND26745	0	0	6	spring
N6	ND26750	ND26750	0	0	6	spring
N6	ND26751	ND26751	0	0	6	spring
N6	ND26755	ND26755	0	0	6	spring
N6	ND26793	ND26793	0	0	6	spring
N6	ND26794	ND26794	0	0	6	spring
N6	ND26803	ND26803	0	0	6	spring
N6	ND26804	ND26804	0	0	6	spring
N6	ND26820	ND26820	0	0	6	spring
N6	ND26821	ND26821	0	0	6	spring
N6	ND26854	ND26854	0	0	6	spring
N6	ND26891	ND26891	0	0	6	spring
N6	ND26902	ND26902	0	0	6	spring
N6	ND26920	ND26920	0	0	6	spring
N6	ND26921	ND26921	0	0	6	spring
N6	ND26922	ND26922	0	0	6	spring
N6	ND26925	ND26925	0	0	6	spring
N6	ND26928	ND26928	0	0	6	spring
N6	ND26929	ND26929	0	0	6	spring
N6	ND26933	ND26933	0	0	6	spring
N6	ND26938	ND26938	0	0	6	spring
N6	ND26942	ND26942	0	0	6	spring
N6	ND26945	ND26945	0	0	6	spring
N6	ND26954	ND26954	0	0	6	spring
N6	ND26977	ND26977	0	0	6	spring
N6	ND26979	ND26979	0	0	6	spring
N6	ND26981	ND26981	0	0	6	spring
N6	ND26983	ND26983	0	0	6	spring
N6	ND26986	ND26986	0	0	6	spring
N6	ND27000	ND27000	0	0	6	spring
N6	ND27009	ND27009	0	0	6	spring
N6	ND27016	ND27016	0	0	6	spring
N6	ND27018	ND27018	0	0	6	spring
N6	ND27035	ND27035	0	0	6	spring
N6	ND27074	ND27074	0	0	6	spring
N6	ND27077	ND27077	0	0	6	spring
N6	ND27090	ND27090	0	0	6	spring
N6	ND27111	ND27111	0	0	6	spring
N6	ND27117	ND27117	0	0	6	spring
N6	ND27118	ND27118	0	0	6	spring
N6	ND27119	ND27119	0	0	6	spring
N6	ND27120	ND27120	0	0	6	spring
N6	ND27130	ND27130	0	0	6	spring
N6	ND27142	ND27142	0	0	6	spring
N6	ND27173	ND27173	0	0	6	spring
N6	ND27174	ND27174	0	0	6	spring
N6	ND27177	ND27177	0	0	6	spring
N6	ND27185	ND27185	0	0	6	spring
N6	ND27193	ND27193	0	0	6	spring
N6	ND27204	ND27204	0	0	6	spring
N6	ND27210	ND27210	0	0	6	spring
N6	ND27230	ND27230	0	0	6	spring
N6	ND27232	ND27232	0	0	6	spring
N6	ND27239	ND27239	0	0	6	spring
N6	ND27240	ND27240	0	0	6	spring
N6	ND27242	ND27242	0	0	6	spring
N6	ND27243	ND27243	0	0	6	spring
N6	ND27245	ND27245	0	0	6	spring
N6	ND27247	ND27247	0	0	6	spring
N6	ND27248	ND27248	0	0	6	spring
N6	ND27255	ND27255	0	0	6	spring
N6	ND27256	ND27256	0	0	6	spring
N6	ND27269	ND27269	0	0	6	spring
N6	ND27273	ND27273	0	0	6	spring
N6	ND27278	ND27278	0	0	6	spring
N6	ND27280	ND27280	0	0	6	spring
N6	ND27282	ND27282	0	0	6	spring
N6	ND27306	ND27306	0	0	6	spring
N6	ND27307	ND27307	0	0	6	spring
N6	ND27326	ND27326	0	0	6	spring
N6	ND28245	ND28245	0	0	6	spring
N6	ND28246	ND28246	0	0	6	spring
N6	ND28247	ND28247	0	0	6	spring
N6	ND28248	ND28248	0	0	6	spring
N6	ND28249	ND28249	0	0	6	spring
N6	ND28250	ND28250	0	0	6	spring
N6	ND28251	ND28251	0	0	6	spring
N6	ND28252	ND28252	0	0	6	spring
N6	ND28253	ND28253	0	0	6	spring
N6	ND28254	ND28254	0	0	6	spring
N6	ND28255	ND28255	0	0	6	spring
N6	ND28256	ND28256	0	0	6	spring
N6	ND28257	ND28257	0	0	6	spring
N6	ND28258	ND28258	0	0	6	spring
N6	ND28259	ND28259	0	0	6	spring
N6	ND28260	ND28260	0	0	6	spring
N6	ND28261	ND28261	0	0	6	spring
N6	ND28262	ND28262	0	0	6	spring
N6	ND28263	ND28263	0	0	6	spring
N6	ND28264	ND28264	0	0	6	spring
N6	ND28265	ND28265	0	0	6	spring
OR	ORCA	ORCA	Feed	hulled	2	spring
UT	AQUILA	AQUILA	feed	hulled	6	spring
UT	B02-1865-571	B02-1865-571	feed	hulled	6	spring
UT	B02-1865-588	B02-1865-588	feed	hulled	6	spring
UT	B02-1916-1460	B02-1916-1460	feed	hulled	6	spring
UT	B02-1925-1735	B02-1925-1735	feed	hulled	6	spring
UT	B02-1925-1767	B02-1925-1767	feed	hulled	6	spring
UT	B02-1935-1954	B02-1935-1954	feed	hulled	6	spring
UT	B02-1935-1957	B02-1935-1957	feed	hulled	6	spring
UT	B02-1935-2009	B02-1935-2009	feed	hulled	6	spring
UT	BOWMAN	BOWMAN	Feed	hulled	2	spring
UT	GIZA_125	GIZA_125	feed	hulled	6	spring
UT	STATEHOOD	STATEHOOD	feed	hulled	6	spring
UT	UT01B1788-435	UT01B1788-435	feed	hulled	6	spring
UT	UT01B1793-501	UT01B1793-501	feed	hulled	6	spring
UT	UT01B1793-544	UT01B1793-544	feed	hulled	6	spring
UT	UT01B1797-608	UT01B1797-608	feed	hulled	6	spring
UT	UT04B2041-14	UT04B2041-14	feed	hulled	6	spring
UT	UT04B2041-15	UT04B2041-15	feed	hulled	6	spring
UT	UT04B2041-35	UT04B2041-35	feed	hulled	6	spring
UT	UT04B2041-42	UT04B2041-42	feed	hulled	6	spring
UT	UT04B2041-48	UT04B2041-48	feed	hulled	6	spring
UT	UT04B2046-236	UT04B2046-236	feed	hulled	6	spring
UT	UT04B2056-384	UT04B2056-384	feed	hulled	6	spring
UT	UT04B2058-487	UT04B2058-487	feed	hulled	6	spring
UT	UT04B2058-505	UT04B2058-505	feed	hulled	6	spring
UT	UT04B2060-589	UT04B2060-589	feed	hulled	6	spring
UT	UT04B2060-593	UT04B2060-593	feed	hulled	6	spring
UT	UT04B2067-663	UT04B2067-663	feed	hulled	6	spring
UT	UT04B2067-665	UT04B2067-665	feed	hulled	6	spring
UT	UT04B2067-698	UT04B2067-698	feed	hulled	6	spring
UT	UT04B2068-718	UT04B2068-718	feed	hulled	6	spring
UT	UT04B2068-752	UT04B2068-752	feed	hulled	6	spring
UT	UT04B2070-776	UT04B2070-776	feed	hulled	6	spring
UT	UT04B2070-779	UT04B2070-779	feed	hulled	6	spring
UT	UT04B2070-797	UT04B2070-797	feed	hulled	6	spring
UT	UT04B2070-807	UT04B2070-807	feed	hulled	6	spring
UT	UT04B2070-811	UT04B2070-811	feed	hulled	6	spring
UT	UT04B2074-846	UT04B2074-846	feed	hulled	6	spring
UT	UT04B2079-868	UT04B2079-868	feed	hulled	6	spring
UT	UT04B2079-877	UT04B2079-877	feed	hulled	6	spring
UT	UT04B2079-882	UT04B2079-882	feed	hulled	6	spring
UT	UT04B2079-891	UT04B2079-891	feed	hulled	6	spring
UT	UT04B2079-896	UT04B2079-896	feed	hulled	6	spring
UT	UT04B2079-903	UT04B2079-903	feed	hulled	6	spring
UT	UT04B2079-910	UT04B2079-910	feed	hulled	6	spring
UT	UT04B2080-923	UT04B2080-923	feed	hulled	6	spring
UT	UT04B2080-930	UT04B2080-930	feed	hulled	6	spring
UT	UT04B2080-941	UT04B2080-941	feed	hulled	6	spring
UT	UT04B2080-954	UT04B2080-954	feed	hulled	6	spring
UT	UT04B2080-965	UT04B2080-965	feed	hulled	6	spring
UT	UT04B2082-1008	UT04B2082-1008	feed	hulled	6	spring
UT	UT04B2086-1088	UT04B2086-1088	feed	hulled	6	spring
UT	UT04B2086-1095	UT04B2086-1095	feed	hulled	6	spring
UT	UT04B2086-1107	UT04B2086-1107	feed	hulled	6	spring
UT	UT04B2087-1136	UT04B2087-1136	feed	hulled	6	spring
UT	UT04B2089-1175	UT04B2089-1175	feed	hulled	6	spring
UT	UT04B2090-1211	UT04B2090-1211	feed	hulled	6	spring
UT	UT04B2090-1232	UT04B2090-1232	feed	hulled	6	spring
UT	UT04B2090-1233	UT04B2090-1233	feed	hulled	6	spring
UT	UT04B2090-1247	UT04B2090-1247	feed	hulled	6	spring
UT	UT04B2090-1256	UT04B2090-1256	feed	hulled	6	spring
UT	UT04B2092-1276	UT04B2092-1276	feed	hulled	6	spring
UT	UT04B2092-1297	UT04B2092-1297	feed	hulled	6	spring
UT	UT04B2092-1301	UT04B2092-1301	feed	hulled	6	spring
UT	UT04B2092-1307	UT04B2092-1307	feed	hulled	6	spring
UT	UT04B2094-1321	UT04B2094-1321	feed	hulled	6	spring
UT	UT04B2094-1328	UT04B2094-1328	feed	hulled	6	spring
UT	UT04B2094-1338	UT04B2094-1338	feed	hulled	6	spring
UT	UT04B2094-1342	UT04B2094-1342	feed	hulled	6	spring
UT	UT04B2099-1390	UT04B2099-1390	feed	hulled	6	spring
UT	UT04B2099-1397	UT04B2099-1397	feed	hulled	6	spring
UT	UT04B2100-1448	UT04B2100-1448	feed	hulled	6	spring
UT	UT04B2107-1473	UT04B2107-1473	feed	hulled	6	spring
UT	UT04B2107-1477	UT04B2107-1477	feed	hulled	6	spring
UT	UT04B2107-1491	UT04B2107-1491	feed	hulled	6	spring
UT	UT04B2109-1528	UT04B2109-1528	feed	hulled	6	spring
UT	UT04B2109-1539	UT04B2109-1539	feed	hulled	6	spring
UT	UT1953-64	UT1953-64	feed	hulled	6	spring
UT	UT1953-78	UT1953-78	feed	hulled	6	spring
UT	UT1953-89	UT1953-89	feed	hulled	6	spring
UT	UT1954-115	UT1954-115	feed	hulled	6	spring
UT	UT1960-476	UT1960-476	feed	hulled	6	spring
UT	UT1960-483	UT1960-483	feed	hulled	6	spring
UT	UT1972-677	UT1972-677	feed	hulled	6	spring
UT	UT2015-766	UT2015-766	feed	hulled	6	spring
UT	UT99B1669-3243	UT99B1669-3243	feed	hulled	6	spring
UT	UT99B1670-3458	UT99B1670-3458	feed	hulled	6	spring
UT	UT99B1670-3469	UT99B1670-3469	feed	hulled	6	spring
UT	UT99B1670-3530	UT99B1670-3530	feed	hulled	6	spring
UT	WALKER	WALKER	feed	hulled	6	spring
UT	2128-110	2128-110	NULL	0	6	spring
UT	2129-154	2129-154	NULL	0	6	spring
UT	2129-168	2129-168	NULL	0	6	spring
UT	2130-21	2130-21	NULL	0	6	spring
UT	2130-31	2130-31	NULL	0	6	spring
UT	2130-36	2130-36	NULL	0	6	spring
UT	2130-43	2130-43	NULL	0	6	spring
UT	2130-49	2130-49	NULL	0	6	spring
UT	2130-52	2130-52	NULL	0	6	spring
UT	2130-55	2130-55	NULL	0	6	spring
UT	2130-93	2130-93	NULL	0	6	spring
UT	2130-95	2130-95	NULL	0	6	spring
UT	2130-96	2130-96	NULL	0	6	spring
UT	2131-17	2131-17	NULL	0	6	spring
UT	2131-5	2131-5	NULL	0	6	spring
UT	2131-96	2131-96	NULL	0	6	spring
UT	2136-10	2136-10	NULL	0	6	spring
UT	2136-15	2136-15	NULL	0	6	spring
UT	2136-22	2136-22	NULL	0	6	spring
UT	2136-24	2136-24	NULL	0	6	spring
UT	2136-28	2136-28	NULL	0	6	spring
UT	2136-36	2136-36	NULL	0	6	spring
UT	2136-80	2136-80	NULL	0	6	spring
UT	2136-83	2136-83	NULL	0	6	spring
UT	2136-9	2136-9	NULL	0	6	spring
UT	2136-96	2136-96	NULL	0	6	spring
UT	2136-97	2136-97	NULL	0	6	spring
UT	2137-29	2137-29	NULL	0	6	spring
UT	2137-73	2137-73	NULL	0	6	spring
UT	2137-97	2137-97	NULL	0	6	spring
UT	2138-15	2138-15	NULL	0	6	spring
UT	2138-26	2138-26	NULL	0	6	spring
UT	2138-29	2138-29	NULL	0	6	spring
UT	2138-3	2138-3	NULL	0	6	spring
UT	2138-30	2138-30	NULL	0	6	spring
UT	2138-31	2138-31	NULL	0	6	spring
UT	2138-32	2138-32	NULL	0	6	spring
UT	2138-35	2138-35	NULL	0	6	spring
UT	2138-40	2138-40	NULL	0	6	spring
UT	2138-47	2138-47	NULL	0	6	spring
UT	2138-52	2138-52	NULL	0	6	spring
UT	2138-55	2138-55	NULL	0	6	spring
UT	2138-73	2138-73	NULL	0	6	spring
UT	2138-86	2138-86	NULL	0	6	spring
UT	2138-90	2138-90	NULL	0	6	spring
UT	2139-5	2139-5	NULL	0	6	spring
UT	2140-1	2140-1	NULL	0	6	spring
UT	2140-10	2140-10	NULL	0	6	spring
UT	2140-11	2140-11	NULL	0	6	spring
UT	2140-12	2140-12	NULL	0	6	spring
UT	2140-15	2140-15	NULL	0	6	spring
UT	2140-18	2140-18	NULL	0	6	spring
UT	2140-2	2140-2	NULL	0	6	spring
UT	2140-22	2140-22	NULL	0	6	spring
UT	2140-23	2140-23	NULL	0	6	spring
UT	2140-24	2140-24	NULL	0	6	spring
UT	2140-29	2140-29	NULL	0	6	spring
UT	2140-30	2140-30	NULL	0	6	spring
UT	2140-40	2140-40	NULL	0	6	spring
UT	2140-42	2140-42	NULL	0	6	spring
UT	2140-45	2140-45	NULL	0	6	spring
UT	2140-5	2140-5	NULL	0	6	spring
UT	2140-57	2140-57	NULL	0	6	spring
UT	2140-7	2140-7	NULL	0	6	spring
UT	2140-73	2140-73	NULL	0	6	spring
UT	2140-76	2140-76	NULL	0	6	spring
UT	2140-85	2140-85	NULL	0	6	spring
UT	2140-9	2140-9	NULL	0	6	spring
UT	2140-93	2140-93	NULL	0	6	spring
UT	2140-96	2140-96	NULL	0	6	spring
UT	2141-37	2141-37	NULL	0	6	spring
UT	2141-4	2141-4	NULL	0	6	spring
UT	2141-43	2141-43	NULL	0	6	spring
UT	2141-55	2141-55	NULL	0	6	spring
UT	2141-69	2141-69	NULL	0	6	spring
UT	2141-73	2141-73	NULL	0	6	spring
UT	2141-75	2141-75	NULL	0	6	spring
UT	2141-78	2141-78	NULL	0	6	spring
UT	2141-93	2141-93	NULL	0	6	spring
UT	2142-3	2142-3	NULL	0	6	spring
UT	2142-30	2142-30	NULL	0	6	spring
UT	2142-33	2142-33	NULL	0	6	spring
UT	2142-69	2142-69	NULL	0	6	spring
UT	2143-22	2143-22	NULL	0	6	spring
UT	2143-24	2143-24	NULL	0	6	spring
UT	2143-45	2143-45	NULL	0	6	spring
UT	2143-74	2143-74	NULL	0	6	spring
UT	2144-24	2144-24	NULL	0	6	spring
UT	2144-54	2144-54	NULL	0	6	spring
UT	2144-66	2144-66	NULL	0	6	spring
UT	2144-80	2144-80	NULL	0	6	spring
UT	2144-81	2144-81	NULL	0	6	spring
UT	2145-37	2145-37	NULL	0	6	spring
UT	2145-83	2145-83	NULL	0	6	spring
UT	2146-12	2146-12	NULL	0	6	spring
UT	2146-16	2146-16	NULL	0	6	spring
UT	2152-105	2152-105	feed	0	6	spring
UT	2152-110	2152-110	feed	0	6	spring
UT	2152-113	2152-113	feed	0	6	spring
UT	2152-19	2152-19	feed	0	6	spring
UT	2152-29	2152-29	feed	0	6	spring
UT	2152-3	2152-3	feed	0	6	spring
UT	2152-32	2152-32	feed	0	6	spring
UT	2152-35	2152-35	feed	0	6	spring
UT	2152-46	2152-46	feed	0	6	spring
UT	2152-47	2152-47	feed	0	6	spring
UT	2152-5	2152-5	feed	0	6	spring
UT	2152-50	2152-50	feed	0	6	spring
UT	2152-54	2152-54	feed	0	6	spring
UT	2152-68	2152-68	feed	0	6	spring
UT	2152-87	2152-87	feed	0	6	spring
UT	2152-94	2152-94	feed	0	6	spring
UT	2152-99	2152-99	feed	0	6	spring
UT	2153-107	2153-107	feed	0	6	spring
UT	2153-11	2153-11	feed	0	6	spring
UT	2153-23	2153-23	feed	0	6	spring
UT	2153-27	2153-27	feed	0	6	spring
UT	2153-30	2153-30	feed	0	6	spring
UT	2153-4	2153-4	feed	0	6	spring
UT	2153-40	2153-40	feed	0	6	spring
UT	2153-41	2153-41	feed	0	6	spring
UT	2153-52	2153-52	feed	0	6	spring
UT	2153-56	2153-56	feed	0	6	spring
UT	2153-61	2153-61	feed	0	6	spring
UT	2153-67	2153-67	feed	0	6	spring
UT	2153-68	2153-68	feed	0	6	spring
UT	2153-70	2153-70	feed	0	6	spring
UT	2154-101	2154-101	feed	0	2	spring
UT	2154-102	2154-102	feed	0	2	spring
UT	2154-26	2154-26	feed	0	2	spring
UT	2154-39	2154-39	feed	0	2	spring
UT	2154-40	2154-40	feed	0	2	spring
UT	2154-44	2154-44	feed	0	2	spring
UT	2154-5	2154-5	feed	0	2	spring
UT	2154-55	2154-55	feed	0	2	spring
UT	2154-56	2154-56	feed	0	2	spring
UT	2154-58	2154-58	feed	0	2	spring
UT	2154-82	2154-82	feed	0	2	spring
UT	2154-86	2154-86	feed	0	2	spring
UT	2154-88	2154-88	feed	0	2	spring
UT	2154-9	2154-9	feed	0	2	spring
UT	2154-92	2154-92	feed	0	2	spring
UT	2154-97	2154-97	feed	0	2	spring
UT	2154-99	2154-99	feed	0	2	spring
UT	2155-101	2155-101	feed	0	6	spring
UT	2155-108	2155-108	feed	0	6	spring
UT	2155-138	2155-138	feed	0	6	spring
UT	2155-139	2155-139	feed	0	6	spring
UT	2155-140	2155-140	feed	0	6	spring
UT	2155-144	2155-144	feed	0	6	spring
UT	2155-16	2155-16	feed	0	6	spring
UT	2155-35	2155-35	feed	0	6	spring
UT	2155-43	2155-43	feed	0	6	spring
UT	2155-46	2155-46	feed	0	6	spring
UT	2155-48	2155-48	feed	0	6	spring
UT	2155-54	2155-54	feed	0	6	spring
UT	2155-62	2155-62	feed	0	6	spring
UT	2155-66	2155-66	feed	0	6	spring
UT	2155-73	2155-73	feed	0	6	spring
UT	2155-75	2155-75	feed	0	6	spring
UT	2156-12	2156-12	feed	0	2	spring
UT	2156-45	2156-45	feed	0	2	spring
UT	2156-46	2156-46	feed	0	2	spring
UT	2156-59	2156-59	feed	0	2	spring
UT	2156-73	2156-73	feed	0	2	spring
UT	2156-8	2156-8	feed	0	2	spring
UT	2157-26	2157-26	feed	0	2	spring
UT	2157-36	2157-36	feed	0	2	spring
UT	2157-4	2157-4	feed	0	2	spring
UT	2157-43	2157-43	feed	0	2	spring
UT	2157-54	2157-54	feed	0	2	spring
UT	2157-64	2157-64	feed	0	2	spring
UT	2157-69	2157-69	feed	0	2	spring
UT	2159-103	2159-103	feed	0	6	spring
UT	2159-113	2159-113	feed	0	6	spring
UT	2159-117	2159-117	feed	0	6	spring
UT	2159-123	2159-123	feed	0	6	spring
UT	2159-125	2159-125	feed	0	6	spring
UT	2159-132	2159-132	feed	0	6	spring
UT	2159-133	2159-133	feed	0	6	spring
UT	2159-135	2159-135	feed	0	6	spring
UT	2159-140	2159-140	feed	0	6	spring
UT	2159-27	2159-27	feed	0	6	spring
UT	2159-32	2159-32	feed	0	6	spring
UT	2159-44	2159-44	feed	0	6	spring
UT	2159-47	2159-47	feed	0	6	spring
UT	2159-62	2159-62	feed	0	6	spring
UT	2159-72	2159-72	feed	0	6	spring
UT	2159-90	2159-90	feed	0	6	spring
UT	2159-94	2159-94	feed	0	6	spring
UT	2159-99	2159-99	feed	0	6	spring
UT	UT2162-16	UT2162-16	feed	hulled	6	spring
UT	UT2162-19	UT2162-19	feed	hulled	6	spring
UT	UT2163-1	UT2163-1	feed	hulled	6	spring
UT	UT2163-116	UT2163-116	feed	hulled	6	spring
UT	UT2163-117	UT2163-117	feed	hulled	6	spring
UT	UT2163-119	UT2163-119	feed	hulled	6	spring
UT	UT2163-12	UT2163-12	feed	hulled	6	spring
UT	UT2163-17	UT2163-17	feed	hulled	6	spring
UT	UT2163-31	UT2163-31	feed	hulled	6	spring
UT	UT2163-34	UT2163-34	feed	hulled	6	spring
UT	UT2163-43	UT2163-43	feed	hulled	6	spring
UT	UT2163-50	UT2163-50	feed	hulled	6	spring
UT	UT2163-52	UT2163-52	feed	hulled	6	spring
UT	UT2163-57	UT2163-57	feed	hulled	6	spring
UT	UT2163-68	UT2163-68	feed	hulled	6	spring
UT	UT2163-80	UT2163-80	feed	hulled	6	spring
UT	UT2163-87	UT2163-87	feed	hulled	6	spring
UT	UT2163-89	UT2163-89	feed	hulled	6	spring
UT	UT2163-92	UT2163-92	feed	hulled	6	spring
UT	UT2163-95	UT2163-95	feed	hulled	6	spring
UT	UT2166-18	UT2166-18	feed	hulled	6	spring
UT	UT2166-49	UT2166-49	feed	hulled	6	spring
UT	UT2170-104	UT2170-104	feed	hulled	6	spring
UT	UT2170-105	UT2170-105	feed	hulled	6	spring
UT	UT2170-109	UT2170-109	feed	hulled	6	spring
UT	UT2170-114	UT2170-114	feed	hulled	6	spring
UT	UT2170-123	UT2170-123	feed	hulled	6	spring
UT	UT2170-136	UT2170-136	feed	hulled	6	spring
UT	UT2170-146	UT2170-146	feed	hulled	6	spring
UT	UT2170-15	UT2170-15	feed	hulled	6	spring
UT	UT2170-16	UT2170-16	feed	hulled	6	spring
UT	UT2170-20	UT2170-20	feed	hulled	6	spring
UT	UT2170-27	UT2170-27	feed	hulled	6	spring
UT	UT2170-34	UT2170-34	feed	hulled	6	spring
UT	UT2170-38	UT2170-38	feed	hulled	6	spring
UT	UT2170-40	UT2170-40	feed	hulled	6	spring
UT	UT2170-42	UT2170-42	feed	hulled	6	spring
UT	UT2170-43	UT2170-43	feed	hulled	6	spring
UT	UT2170-53	UT2170-53	feed	hulled	6	spring
UT	UT2170-64	UT2170-64	feed	hulled	6	spring
UT	UT2170-7	UT2170-7	feed	hulled	6	spring
UT	UT2170-71	UT2170-71	feed	hulled	6	spring
UT	UT2170-89	UT2170-89	feed	hulled	6	spring
UT	UT2170-95	UT2170-95	feed	hulled	6	spring
UT	UT2180-139	UT2180-139	feed	hulled	6	spring
UT	UT2180-147	UT2180-147	feed	hulled	6	spring
UT	UT2180-172	UT2180-172	feed	hulled	6	spring
UT	UT2180-177	UT2180-177	feed	hulled	6	spring
UT	UT2180-183	UT2180-183	feed	hulled	6	spring
UT	UT2180-188	UT2180-188	feed	hulled	6	spring
UT	UT2180-195	UT2180-195	feed	hulled	6	spring
UT	UT2180-198	UT2180-198	feed	hulled	6	spring
UT	UT2180-199	UT2180-199	feed	hulled	6	spring
UT	UT2180-207	UT2180-207	feed	hulled	6	spring
UT	UT2180-25	UT2180-25	feed	hulled	6	spring
UT	UT2180-37	UT2180-37	feed	hulled	6	spring
UT	UT2180-91	UT2180-91	feed	hulled	6	spring
UT	UT2181-104	UT2181-104	feed	hulled	6	spring
UT	UT2181-107	UT2181-107	feed	hulled	6	spring
UT	UT2181-109	UT2181-109	feed	hulled	6	spring
UT	UT2181-11	UT2181-11	feed	hulled	6	spring
UT	UT2181-113	UT2181-113	feed	hulled	6	spring
UT	UT2181-114	UT2181-114	feed	hulled	6	spring
UT	UT2181-116	UT2181-116	feed	hulled	6	spring
UT	UT2181-120	UT2181-120	feed	hulled	6	spring
UT	UT2181-121	UT2181-121	feed	hulled	6	spring
UT	UT2181-125	UT2181-125	feed	hulled	6	spring
UT	UT2181-127	UT2181-127	feed	hulled	6	spring
UT	UT2181-132	UT2181-132	feed	hulled	6	spring
UT	UT2181-19	UT2181-19	feed	hulled	6	spring
UT	UT2181-27	UT2181-27	feed	hulled	6	spring
UT	UT2181-32	UT2181-32	feed	hulled	6	spring
UT	UT2181-36	UT2181-36	feed	hulled	6	spring
UT	UT2181-38	UT2181-38	feed	hulled	6	spring
UT	UT2181-4	UT2181-4	feed	hulled	6	spring
UT	UT2181-41	UT2181-41	feed	hulled	6	spring
UT	UT2181-44	UT2181-44	feed	hulled	6	spring
UT	UT2181-46	UT2181-46	feed	hulled	6	spring
UT	UT2181-47	UT2181-47	feed	hulled	6	spring
UT	UT2181-51	UT2181-51	feed	hulled	6	spring
UT	UT2181-53	UT2181-53	feed	hulled	6	spring
UT	UT2181-54	UT2181-54	feed	hulled	6	spring
UT	UT2181-55	UT2181-55	feed	hulled	6	spring
UT	UT2181-57	UT2181-57	feed	hulled	6	spring
UT	UT2181-61	UT2181-61	feed	hulled	6	spring
UT	UT2181-64	UT2181-64	feed	hulled	6	spring
UT	UT2181-65	UT2181-65	feed	hulled	6	spring
UT	UT2181-68	UT2181-68	feed	hulled	6	spring
UT	UT2181-72	UT2181-72	feed	hulled	6	spring
UT	UT2181-75	UT2181-75	feed	hulled	6	spring
UT	UT2181-76	UT2181-76	feed	hulled	6	spring
UT	UT2181-77	UT2181-77	feed	hulled	6	spring
UT	UT2181-8	UT2181-8	feed	hulled	6	spring
UT	UT2181-88	UT2181-88	feed	hulled	6	spring
UT	UT2181-91	UT2181-91	feed	hulled	6	spring
UT	UT2181-92	UT2181-92	feed	hulled	6	spring
WA	03WA-104.7	03WA-104.7	malt	hulled	6	spring
WA	03WA-109.7	03WA-109.7	feed	hulled	2	spring
WA	03WA-112.4	03WA-112.4	feed	hulled	2	spring
WA	03WA-119.4	03WA-119.4	feed	hulled	2	spring
WA	03WA-119.7	03WA-119.7	feed	hulled	2	spring
WA	03WA-123.8	03WA-123.8	feed	hulled	2	spring
WA	03WA-124.1	03WA-124.1	feed	hulled	2	spring
WA	03WA-129.18	03WA-129.18	malt	hulled	2	spring
WA	03WA-129.6	03WA-129.6	malt	hulled	2	spring
WA	03WA-133.4	03WA-133.4	malt	hulled	6	spring
WA	03WA-133.5	03WA-133.5	malt	hulled	6	spring
WA	03WA-134.3	03WA-134.3	feed	hulled	2	spring
WA	03WA-136.19	03WA-136.19	feed	hulled	2	spring
WA	03WA-137.10	03WA-137.10	malt	hulled	2	spring
WA	03WA-158.12	03WA-158.12	malt	hulled	2	spring
WA	03WA-182.12	03WA-182.12	malt	hulled	6	spring
WA	03WA-187.1	03WA-187.1	feed	hulled	2	spring
WA	03WA-193.7	03WA-193.7	malt	hulled	6	spring
WA	03WA-195.8	03WA-195.8	feed	hulled	2	spring
WA	03WA-199.1	03WA-199.1	malt	hulled	6	spring
WA	03WA-199.4	03WA-199.4	malt	hulled	6	spring
WA	03WA-199.6	03WA-199.6	malt	hulled	6	spring
WA	03WA-208.4	03WA-208.4	feed	hulled	2	spring
WA	03WA-233.3	03WA-233.3	malt	hulled	6	spring
WA	04WA-101.34	04WA-101.34	feed	hulled	2	spring
WA	04WA-101.43	04WA-101.43	feed	hulled	2	spring
WA	04WA-101.45	04WA-101.45	feed	hulled	2	spring
WA	04WA-101.47	04WA-101.47	feed	hulled	2	spring
WA	04WA-102.21	04WA-102.21	feed	hulled	2	spring
WA	04WA-102.43	04WA-102.43	feed	hulled	2	spring
WA	04WA-104.17	04WA-104.17	malt	hulled	2	spring
WA	04WA-104.39	04WA-104.39	malt	hulled	2	spring
WA	04WA-104.40	04WA-104.40	malt	hulled	2	spring
WA	04WA-106.50	04WA-106.50	feed	hulled	2	spring
WA	04WA-108.12	04WA-108.12	feed	hulled	2	spring
WA	04WA-108.15	04WA-108.15	feed	hulled	2	spring
WA	04WA-108.23	04WA-108.23	feed	hulled	2	spring
WA	04WA-108.38	04WA-108.38	feed	hulled	2	spring
WA	04WA-108.56	04WA-108.56	feed	hulled	2	spring
WA	04WA-109.13	04WA-109.13	feed	hulled	2	spring
WA	04WA-110.40	04WA-110.40	feed	hulled	2	spring
WA	04WA-111.16	04WA-111.16	feed	hulled	2	spring
