BP_Code	oriiginal_line_names_with_errors	Curated_line_names	end-use	hull	Row_Type	Growth_Habit
BA	2B99-2657	2B99-2657	malt	hulled	2	spring
BA	2B99-2763-10	2B99-2763-10	malt	hulled	2	spring
BA	2B99-2766-10	2B99-2766-10	malt	hulled	2	spring
BA	2B99-2771-1	2B99-2771-1	malt	hulled	2	spring
BA	2B99-2771-9	2B99-2771-9	malt	hulled	2	spring
BA	6B01-2157	6B01-2157	malt	hulled	6	spring
BA	6B01-2208	6B01-2208	malt	hulled	6	spring
BA	6B01-2218	6B01-2218	malt	hulled	6	spring
BA	6B01-2221	6B01-2221	malt	hulled	6	spring
BA	6B01-2513	6B01-2513	malt	hulled	6	spring
BA	6B02-3120	6B02-3120	malt	hulled	6	spring
BA	6B02-3165	6B02-3165	malt	hulled	6	spring
BA	6B02-3200	6B02-3200	malt	hulled	6	spring
BA	6B02-3206	6B02-3206	malt	hulled	6	spring
BA	6B02-3295	6B02-3295	malt	hulled	6	spring
BA	6B02-3306	6B02-3306	malt	hulled	6	spring
BA	6B02-3316	6B02-3316	malt	hulled	6	spring
BA	6B02-3338	6B02-3338	malt	hulled	6	spring
BA	6B02-3339	6B02-3339	malt	hulled	6	spring
BA	6B02-3435	6B02-3435	malt	hulled	6	spring
BA	6B02-3496	6B02-3496	malt	hulled	6	spring
BA	6B03-4079	6B03-4079	malt	hulled	6	spring
BA	6B03-4098	6B03-4098	malt	hulled	6	spring
BA	6B03-4105	6B03-4105	malt	hulled	6	spring
BA	6B03-4177	6B03-4177	malt	hulled	6	spring
BA	6B03-4264	6B03-4264	malt	hulled	6	spring
BA	6B03-4265	6B03-4265	malt	hulled	6	spring
BA	6B03-4301	6B03-4301	malt	hulled	6	spring
BA	6B03-4302	6B03-4302	malt	hulled	6	spring
BA	6B03-4304	6B03-4304	malt	hulled	6	spring
BA	6B03-4371	6B03-4371	malt	hulled	6	spring
BA	6B03-4375	6B03-4375	malt	hulled	6	spring
BA	6B03-4411	6B03-4411	malt	hulled	6	spring
BA	6B03-4478	6B03-4478	malt	hulled	6	spring
BA	6B99-6774	6B99-6774	malt	hulled	6	spring
BA	CONRAD	CONRAD	Malt	0	2	spring
BA	LEGACY	LEGACY	Malt	0	6	spring
BA	MERIT	MERIT	Malt	0	2	spring
BA	TRADITION	TRADITION	Malt	0	6	spring
BA	2B04-0026	2B04-0026	malt	0	2	spring
BA	2B04-0028	2B04-0028	malt	0	2	spring
BA	2B04-0080	2B04-0080	malt	0	2	spring
BA	2B04-0109	2B04-0109	malt	0	2	spring
BA	2B04-0112	2B04-0112	malt	0	2	spring
BA	2B04-0133	2B04-0133	malt	0	2	spring
BA	2B04-0173	2B04-0173	malt	0	2	spring
BA	2B04-0175	2B04-0175	malt	0	2	spring
BA	2B04-0223	2B04-0223	malt	0	2	spring
BA	2B04-0228	2B04-0228	malt	0	2	spring
BA	2B04-0279	2B04-0279	malt	0	2	spring
BA	2B04-0294	2B04-0294	malt	0	2	spring
BA	2B04-0302	2B04-0302	malt	0	2	spring
BA	2B04-0307	2B04-0307	malt	0	2	spring
BA	2B04-0313	2B04-0313	malt	0	2	spring
BA	2B05-0442	2B05-0442	malt	0	2	spring
BA	2B05-0479	2B05-0479	malt	0	2	spring
BA	2B05-0536	2B05-0536	malt	0	2	spring
BA	2B05-0596	2B05-0596	malt	0	2	spring
BA	2B05-0614	2B05-0614	malt	0	2	spring
BA	2B05-0615	2B05-0615	malt	0	2	spring
BA	2B05-0655	2B05-0655	malt	0	2	spring
BA	2B05-0672	2B05-0672	malt	0	2	spring
BA	2B05-0676	2B05-0676	malt	0	2	spring
BA	2B05-0681	2B05-0681	malt	0	2	spring
BA	2B05-0684	2B05-0684	malt	0	2	spring
BA	2B05-0690	2B05-0690	malt	0	2	spring
BA	2B05-0716	2B05-0716	malt	0	2	spring
BA	2B05-0719	2B05-0719	malt	0	2	spring
BA	2B05-0727	2B05-0727	malt	0	2	spring
BA	2B05-0728	2B05-0728	malt	0	2	spring
BA	2B05-0729	2B05-0729	malt	0	2	spring
BA	2B05-0733	2B05-0733	malt	0	2	spring
BA	2B05-0785	2B05-0785	malt	0	2	spring
BA	2B05-0790	2B05-0790	malt	0	2	spring
BA	2B05-0798	2B05-0798	malt	0	2	spring
BA	2B05-0799	2B05-0799	malt	0	2	spring
BA	2B05-0802	2B05-0802	malt	0	2	spring
BA	2B05-0811	2B05-0811	malt	0	2	spring
BA	2B05-0813	2B05-0813	malt	0	2	spring
BA	2B05-0814	2B05-0814	malt	0	2	spring
BA	2B05-0825	2B05-0825	malt	0	2	spring
BA	2B05-0829	2B05-0829	malt	0	2	spring
BA	2B05-0830	2B05-0830	malt	0	2	spring
BA	2B05-0831	2B05-0831	malt	0	2	spring
BA	2B05-0837	2B05-0837	malt	0	2	spring
BA	2B05-0840	2B05-0840	malt	0	2	spring
BA	6B04-0007	6B04-0007	malt	0	6	spring
BA	6B04-0016	6B04-0016	malt	0	6	spring
BA	6B04-0031	6B04-0031	malt	0	6	spring
BA	6B04-0045	6B04-0045	malt	0	6	spring
BA	6B04-0075	6B04-0075	malt	0	6	spring
BA	6B04-0109	6B04-0109	malt	0	6	spring
BA	6B04-0151	6B04-0151	malt	0	6	spring
BA	6B04-0178	6B04-0178	malt	0	6	spring
BA	6B04-0183	6B04-0183	malt	0	6	spring
BA	6B04-0188	6B04-0188	malt	0	6	spring
BA	6B04-0290	6B04-0290	malt	0	6	spring
BA	6B04-0408	6B04-0408	malt	0	6	spring
BA	6B04-0415	6B04-0415	malt	0	6	spring
BA	6B04-0421	6B04-0421	malt	0	6	spring
BA	6B04-0429	6B04-0429	malt	0	6	spring
BA	6B04-0441	6B04-0441	malt	0	6	spring
BA	6B04-0443	6B04-0443	malt	0	6	spring
BA	6B04-0523	6B04-0523	malt	0	6	spring
BA	6B05-0572	6B05-0572	malt	0	6	spring
BA	6B05-0578	6B05-0578	malt	0	6	spring
BA	6B05-0590	6B05-0590	malt	0	6	spring
BA	6B05-0625	6B05-0625	malt	0	6	spring
BA	6B05-0671	6B05-0671	malt	0	6	spring
BA	6B05-0680	6B05-0680	malt	0	6	spring
BA	6B05-0712	6B05-0712	malt	0	6	spring
BA	6B05-0716	6B05-0716	malt	0	6	spring
BA	6B05-0717	6B05-0717	malt	0	6	spring
BA	6B05-0734	6B05-0734	malt	0	6	spring
BA	6B05-0746	6B05-0746	malt	0	6	spring
BA	6B05-0752	6B05-0752	malt	0	6	spring
BA	6B05-0788	6B05-0788	malt	0	6	spring
BA	6B05-0818	6B05-0818	malt	0	6	spring
BA	6B05-0820	6B05-0820	malt	0	6	spring
BA	6B05-0825	6B05-0825	malt	0	6	spring
BA	6B05-0837	6B05-0837	malt	0	6	spring
BA	6B05-0842	6B05-0842	malt	0	6	spring
BA	6B05-0881	6B05-0881	malt	0	6	spring
BA	6B05-0916	6B05-0916	malt	0	6	spring
BA	6B05-0922	6B05-0922	malt	0	6	spring
BA	6B05-0924	6B05-0924	malt	0	6	spring
BA	6B05-0933	6B05-0933	malt	0	6	spring
BA	6B05-0974	6B05-0974	malt	0	6	spring
BA	6B05-0992	6B05-0992	malt	0	6	spring
BA	6B05-0998	6B05-0998	malt	0	6	spring
BA	6B05-1003	6B05-1003	malt	0	6	spring
BA	6B05-1005	6B05-1005	malt	0	6	spring
BA	6B05-1009	6B05-1009	malt	0	6	spring
BA	6B05-1053	6B05-1053	malt	0	6	spring
BA	6B05-1056	6B05-1056	malt	0	6	spring
BA	2B06-0920	2B06-0920	malt	0	2	spring
BA	2B06-0929	2B06-0929	malt	0	2	spring
BA	2B06-0931	2B06-0931	malt	0	2	spring
BA	2B06-0933	2B06-0933	malt	0	2	spring
BA	2B06-0996	2B06-0996	malt	0	2	spring
BA	2B06-1000	2B06-1000	malt	0	2	spring
BA	2B06-1001	2B06-1001	malt	0	2	spring
BA	2B06-1021	2B06-1021	malt	0	2	spring
BA	2B06-1044	2B06-1044	malt	0	2	spring
BA	2B06-1105	2B06-1105	malt	0	2	spring
BA	2B06-1112	2B06-1112	malt	0	2	spring
BA	2B06-1128	2B06-1128	malt	0	2	spring
BA	2B06-1137	2B06-1137	malt	0	2	spring
BA	2B06-1139	2B06-1139	malt	0	2	spring
BA	2B06-1142	2B06-1142	malt	0	2	spring
BA	2B06-1143	2B06-1143	malt	0	2	spring
BA	2B06-1144	2B06-1144	malt	0	2	spring
BA	2B06-1145	2B06-1145	malt	0	2	spring
BA	2B06-1146	2B06-1146	malt	0	2	spring
BA	2B06-1147	2B06-1147	malt	0	2	spring
BA	2B06-1151	2B06-1151	malt	0	2	spring
BA	2B06-1153	2B06-1153	malt	0	2	spring
BA	2B06-1157	2B06-1157	malt	0	2	spring
BA	2B06-1163	2B06-1163	malt	0	2	spring
BA	2B06-1173	2B06-1173	malt	0	2	spring
BA	2B06-1175	2B06-1175	malt	0	2	spring
BA	2B06-1176	2B06-1176	malt	0	2	spring
BA	2B06-1206	2B06-1206	malt	0	2	spring
BA	2B06-1238	2B06-1238	malt	0	2	spring
BA	2B06-1252	2B06-1252	malt	0	2	spring
BA	2B06-1277	2B06-1277	malt	0	2	spring
BA	2B06-1278	2B06-1278	malt	0	2	spring
BA	6B06-1121	6B06-1121	malt	0	6	spring
BA	6B06-1132	6B06-1132	malt	0	6	spring
BA	6B06-1168	6B06-1168	malt	0	6	spring
BA	6B06-1172	6B06-1172	malt	0	6	spring
BA	6B06-1174	6B06-1174	malt	0	6	spring
BA	6B06-1175	6B06-1175	malt	0	6	spring
BA	6B06-1188	6B06-1188	malt	0	6	spring
BA	6B06-1206	6B06-1206	malt	0	6	spring
BA	6B06-1227	6B06-1227	malt	0	6	spring
BA	6B06-1245	6B06-1245	malt	0	6	spring
BA	6B06-1250	6B06-1250	malt	0	6	spring
BA	6B06-1262	6B06-1262	malt	0	6	spring
BA	6B06-1298	6B06-1298	malt	0	6	spring
BA	6B06-1312	6B06-1312	malt	0	6	spring
BA	6B06-1330	6B06-1330	malt	0	6	spring
BA	6B06-1334	6B06-1334	malt	0	6	spring
BA	6B06-1336	6B06-1336	malt	0	6	spring
BA	6B06-1387	6B06-1387	malt	0	6	spring
BA	6B06-1395	6B06-1395	malt	0	6	spring
BA	6B06-1397	6B06-1397	malt	0	6	spring
BA	6B06-1400	6B06-1400	malt	0	6	spring
BA	6B06-1416	6B06-1416	malt	0	6	spring
BA	6B06-1418	6B06-1418	malt	0	6	spring
BA	6B06-1422	6B06-1422	malt	0	6	spring
BA	6B06-1425	6B06-1425	malt	0	6	spring
BA	6B06-1427	6B06-1427	malt	0	6	spring
BA	6B06-1429	6B06-1429	malt	0	6	spring
BA	6B06-1431	6B06-1431	malt	0	6	spring
BA	6B06-1456	6B06-1456	malt	0	6	spring
BA	6B06-1518	6B06-1518	malt	0	6	spring
BA	6B06-1523	6B06-1523	malt	0	6	spring
BA	6B06-1527	6B06-1527	malt	0	6	spring
BA	6B06-1542	6B06-1542	malt	0	6	spring
BA	6B06-1543	6B06-1543	malt	0	6	spring
BA	2B07-1363	2B07-1363	malt	hulled	2	spring
BA	2B07-1460	2B07-1460	malt	hulled	2	spring
BA	2B07-1467	2B07-1467	malt	hulled	2	spring
BA	2B07-1468	2B07-1468	malt	hulled	2	spring
BA	2B07-1513	2B07-1513	malt	hulled	2	spring
BA	2B07-1514	2B07-1514	malt	hulled	2	spring
BA	2B07-1516	2B07-1516	malt	hulled	2	spring
BA	2B07-1520	2B07-1520	malt	hulled	2	spring
BA	2B07-1547	2B07-1547	malt	hulled	2	spring
BA	2B07-1549	2B07-1549	malt	hulled	2	spring
BA	2B07-1562	2B07-1562	malt	hulled	2	spring
BA	2B07-1566	2B07-1566	malt	hulled	2	spring
BA	2B07-1575	2B07-1575	malt	hulled	2	spring
BA	2B07-1581	2B07-1581	malt	hulled	2	spring
BA	2B07-1585	2B07-1585	malt	hulled	2	spring
BA	2B07-1587	2B07-1587	malt	hulled	2	spring
BA	2B07-1590	2B07-1590	malt	hulled	2	spring
BA	2B07-1600	2B07-1600	malt	hulled	2	spring
BA	2B07-1837	2B07-1837	malt	hulled	2	spring
BA	2B07-1843	2B07-1843	malt	hulled	2	spring
BA	2B07-1934	2B07-1934	malt	hulled	2	spring
BA	2B07-2070	2B07-2070	malt	hulled	2	spring
BA	2B07-2074	2B07-2074	malt	hulled	2	spring
BA	2B07-2081	2B07-2081	malt	hulled	2	spring
BA	2B07-2094	2B07-2094	malt	hulled	2	spring
BA	2B07-2096	2B07-2096	malt	hulled	2	spring
BA	2B07-2112	2B07-2112	malt	hulled	2	spring
BA	2B07-2139	2B07-2139	malt	hulled	2	spring
BA	2B07-2157	2B07-2157	malt	hulled	2	spring
BA	2B07-2241	2B07-2241	malt	hulled	2	spring
BA	2B07-2278	2B07-2278	malt	hulled	2	spring
BA	2B07-2317	2B07-2317	malt	hulled	2	spring
BA	6B07-1613	6B07-1613	malt	hulled	6	spring
BA	6B07-1659	6B07-1659	malt	hulled	6	spring
BA	6B07-1660	6B07-1660	malt	hulled	6	spring
BA	6B07-1662	6B07-1662	malt	hulled	6	spring
BA	6B07-1684	6B07-1684	malt	hulled	6	spring
BA	6B07-1705	6B07-1705	malt	hulled	6	spring
BA	6B07-1706	6B07-1706	malt	hulled	6	spring
BA	6B07-1709	6B07-1709	malt	hulled	6	spring
BA	6B07-1753	6B07-1753	malt	hulled	6	spring
BA	6B07-1756	6B07-1756	malt	hulled	6	spring
BA	6B07-1763	6B07-1763	malt	hulled	6	spring
BA	6B07-1770	6B07-1770	malt	hulled	6	spring
BA	6B07-1796	6B07-1796	malt	hulled	6	spring
BA	6B07-1809	6B07-1809	malt	hulled	6	spring
BA	6B07-1819	6B07-1819	malt	hulled	6	spring
BA	6B07-1820	6B07-1820	malt	hulled	6	spring
BA	6B07-1825	6B07-1825	malt	hulled	6	spring
BA	6B07-1860	6B07-1860	malt	hulled	6	spring
BA	6B07-1902	6B07-1902	malt	hulled	6	spring
BA	6B07-1904	6B07-1904	malt	hulled	6	spring
BA	6B07-1909	6B07-1909	malt	hulled	6	spring
BA	6B07-1914	6B07-1914	malt	hulled	6	spring
BA	6B07-1933	6B07-1933	malt	hulled	6	spring
BA	6B07-1940	6B07-1940	malt	hulled	6	spring
BA	6B07-1973	6B07-1973	malt	hulled	6	spring
BA	6B07-1976	6B07-1976	malt	hulled	6	spring
BA	6B07-1991	6B07-1991	malt	hulled	6	spring
BA	6B07-2034	6B07-2034	malt	hulled	6	spring
BA	6B07-2041	6B07-2041	malt	hulled	6	spring
BA	6B07-2081	6B07-2081	malt	hulled	6	spring
BA	6B07-2100	6B07-2100	malt	hulled	6	spring
BA	6B07-2243	6B07-2243	malt	hulled	6	spring
BA	6B07-2272	6B07-2272	malt	hulled	6	spring
BA	6B07-2273	6B07-2273	malt	hulled	6	spring
MN	FEG124-35	FEG124-35	malt	hulled	6	spring
MN	FEG125-06	FEG125-06	malt	hulled	6	spring
MN	FEG125-46	FEG125-46	malt	hulled	6	spring
MN	FEG125-68	FEG125-68	malt	hulled	6	spring
MN	FEG125-69	FEG125-69	malt	hulled	6	spring
MN	FEG126-03	FEG126-03	malt	hulled	6	spring
MN	FEG126-08	FEG126-08	malt	hulled	6	spring
MN	FEG126-12	FEG126-12	malt	hulled	6	spring
MN	FEG126-14	FEG126-14	malt	hulled	6	spring
MN	FEG129-41	FEG129-41	malt	hulled	6	spring
MN	FEG129-52	FEG129-52	malt	hulled	6	spring
MN	FEG129-60	FEG129-60	malt	hulled	6	spring
MN	FEG132-05	FEG132-05	malt	hulled	6	spring
MN	FEG132-07	FEG132-07	malt	hulled	6	spring
MN	FEG132-39	FEG132-39	malt	hulled	6	spring
MN	FEG132-63	FEG132-63	malt	hulled	6	spring
MN	FEG138-03	FEG138-03	malt	hulled	6	spring
MN	FEG138-08	FEG138-08	malt	hulled	6	spring
MN	FEG138-17	FEG138-17	malt	hulled	6	spring
MN	FEG138-27	FEG138-27	malt	hulled	6	spring
MN	FEG141-10	FEG141-10	malt	hulled	6	spring
MN	FEG141-18	FEG141-18	malt	hulled	6	spring
MN	FEG141-20	FEG141-20	malt	H	6	spring
MN	FEG141-30	FEG141-30	malt	hulled	6	spring
MN	FEG142-13	FEG142-13	malt	hulled	6	spring
MN	FEG142-16	FEG142-16	malt	hulled	6	spring
MN	FEG142-28	FEG142-28	malt	hulled	6	spring
MN	FEG142-55	FEG142-55	malt	hulled	6	spring
MN	FEG144-17	FEG144-17	malt	hulled	6	spring
MN	FEG144-21	FEG144-21	malt	hulled	6	spring
MN	FEG144-27	FEG144-27	malt	hulled	6	spring
MN	FEG144-68	FEG144-68	malt	hulled	6	spring
MN	FEG144-94	FEG144-94	malt	hulled	6	spring
MN	FEG146-09	FEG146-09	malt	hulled	6	spring
MN	FEG146-46	FEG146-46	malt	hulled	6	spring
MN	FEG146-48	FEG146-48	malt	hulled	6	spring
MN	FEG146-51	FEG146-51	malt	hulled	6	spring
MN	FEG146-68	FEG146-68	malt	hulled	6	spring
MN	FEG147-03	FEG147-03	malt	hulled	6	spring
MN	FEG147-14	FEG147-14	malt	hulled	6	spring
MN	FEG147-42	FEG147-42	malt	hulled	6	spring
MN	FEG147-63	FEG147-63	malt	hulled	6	spring
MN	FEG148-16	FEG148-16	malt	hulled	6	spring
MN	FEG148-22	FEG148-22	malt	hulled	6	spring
MN	FEG148-40	FEG148-40	malt	hulled	6	spring
MN	FEG148-47	FEG148-47	malt	hulled	6	spring
MN	FEG148-56	FEG148-56	malt	hulled	6	spring
MN	FEG149-18	FEG149-18	malt	hulled	6	spring
MN	FEG149-65	FEG149-65	malt	hulled	6	spring
MN	FEG150-42	FEG150-42	malt	H	6	spring
MN	FEG150-49	FEG150-49	malt	hulled	6	spring
MN	GEN2-06	GEN2-06	malt	hulled	6	spring
MN	GEN2-07	GEN2-07	malt	hulled	6	spring
MN	GEN2-28	GEN2-28	malt	hulled	6	spring
MN	MN03-01	MN03-01	malt	hulled	6	spring
MN	MN03-02	MN03-02	malt	hulled	6	spring
MN	MN03-04	MN03-04	malt	hulled	6	spring
MN	MN03-07	MN03-07	malt	hulled	6	spring
MN	MN03-08	MN03-08	malt	hulled	6	spring
MN	MN03-09	MN03-09	malt	hulled	6	spring
MN	MN03-12	MN03-12	malt	hulled	6	spring
MN	MN03-14	MN03-14	malt	hulled	6	spring
MN	MN03-17	MN03-17	malt	hulled	6	spring
MN	MN03-19	MN03-19	malt	hulled	6	spring
MN	MN03-21	MN03-21	malt	hulled	6	spring
MN	MN03-22	MN03-22	malt	hulled	6	spring
MN	MN03-24	MN03-24	malt	hulled	6	spring
MN	MN03-25	MN03-25	malt	hulled	6	spring
MN	MN03-26	MN03-26	malt	hulled	6	spring
MN	MN03-30	MN03-30	malt	hulled	6	spring
MN	MN03-32	MN03-32	malt	hulled	6	spring
MN	MN03-34	MN03-34	malt	hulled	6	spring
MN	MN03-35	MN03-35	malt	hulled	6	spring
MN	MN03-39	MN03-39	malt	hulled	6	spring
MN	MN03-41	MN03-41	malt	hulled	6	spring
MN	MN03-42	MN03-42	malt	hulled	6	spring
MN	MN03-43	MN03-43	malt	hulled	6	spring
MN	MN03-45	MN03-45	malt	hulled	6	spring
MN	MN03-47	MN03-47	malt	hulled	6	spring
MN	MN03-48	MN03-48	malt	hulled	6	spring
MN	MN03-49	MN03-49	malt	hulled	6	spring
MN	MN03-50	MN03-50	malt	hulled	6	spring
MN	MN03-53	MN03-53	malt	hulled	6	spring
MN	MN03-55	MN03-55	malt	hulled	6	spring
MN	MN03-57	MN03-57	malt	hulled	6	spring
MN	MN03-60	MN03-60	malt	hulled	6	spring
MN	MN03-65	MN03-65	malt	hulled	6	spring
MN	MN03-66	MN03-66	malt	hulled	6	spring
MN	MN03-67	MN03-67	malt	hulled	6	spring
MN	MN03-71	MN03-71	malt	hulled	6	spring
MN	MN03-74	MN03-74	malt	hulled	6	spring
MN	MN03-75	MN03-75	malt	hulled	6	spring
MN	MN03-77	MN03-77	malt	hulled	6	spring
MN	MN03-80	MN03-80	malt	hulless	6	spring
MN	MN03-81	MN03-81	malt	hulless	6	spring
MN	MN03-82	MN03-82	malt	hulless	6	spring
MN	FEG153-22	FEG153-22	malt	0	6	spring
MN	FEG153-31	FEG153-31	malt	0	6	spring
MN	FEG153-52	FEG153-52	malt	0	6	spring
MN	FEG153-58	FEG153-58	malt	H	6	spring
MN	FEG154-42	FEG154-42	malt	0	6	spring
MN	FEG154-47	FEG154-47	malt	H	6	spring
MN	FEG155-07	FEG155-07	malt	0	6	spring
MN	FEG155-41	FEG155-41	malt	0	6	spring
MN	FEG155-50	FEG155-50	malt	0	6	spring
MN	FEG155-58	FEG155-58	malt	0	6	spring
MN	FEG156-09	FEG156-09	malt	0	6	spring
MN	FEG156-41	FEG156-41	malt	0	6	spring
MN	FEG160-03	FEG160-03	malt	0	6	spring
MN	FEG160-10	FEG160-10	malt	0	6	spring
MN	FEG160-27	FEG160-27	malt	0	6	spring
MN	FEG160-38	FEG160-38	malt	0	6	spring
MN	FEG161-03	FEG161-03	malt	0	6	spring
MN	FEG161-25	FEG161-25	malt	0	6	spring
MN	FEG161-39	FEG161-39	malt	0	6	spring
MN	FEG162-16	FEG162-16	malt	0	6	spring
MN	FEG162-22	FEG162-22	malt	0	6	spring
MN	FEG162-26	FEG162-26	malt	0	6	spring
MN	FEG162-34	FEG162-34	malt	0	6	spring
MN	FEG162-43	FEG162-43	malt	0	6	spring
MN	FEG163-02	FEG163-02	malt	0	6	spring
MN	FEG163-07	FEG163-07	malt	0	6	spring
MN	FEG163-14	FEG163-14	malt	0	6	spring
MN	FEG163-21	FEG163-21	malt	0	6	spring
MN	FEG163-27	FEG163-27	malt	0	6	spring
MN	FEG163-48	FEG163-48	malt	0	6	spring
MN	FEG164-33	FEG164-33	malt	0	6	spring
MN	FEG164-49	FEG164-49	malt	0	6	spring
MN	FEG164-56	FEG164-56	malt	0	6	spring
MN	FEG165-15	FEG165-15	malt	0	6	spring
MN	FEG165-26	FEG165-26	malt	0	6	spring
MN	FEG166-14	FEG166-14	malt	0	6	spring
MN	FEG166-38	FEG166-38	malt	0	6	spring
MN	FEG166-40	FEG166-40	malt	0	6	spring
MN	FEG167-10	FEG167-10	malt	0	6	spring
MN	FEG168-09	FEG168-09	malt	0	6	spring
MN	FEG168-19	FEG168-19	malt	0	6	spring
MN	FEG169-47	FEG169-47	malt	0	6	spring
MN	FEG169-54	FEG169-54	malt	0	6	spring
MN	FEG170-07	FEG170-07	malt	0	6	spring
MN	FEG170-27	FEG170-27	malt	0	6	spring
MN	FEG171-28	FEG171-28	malt	0	6	spring
MN	FEG171-35	FEG171-35	malt	0	6	spring
MN	FEG172-14	FEG172-14	malt	0	6	spring
MN	FEG172-40	FEG172-40	malt	0	6	spring
MN	FEG175-01	FEG175-01	malt	0	6	spring
MN	FEG175-48	FEG175-48	malt	0	6	spring
MN	FEG175-57	FEG175-57	malt	H	6	spring
MN	GEN2-010	GEN2-010	malt	0	6	spring
MN	MN04-01	MN04-01	malt	0	6	spring
MN	MN04-03	MN04-03	malt	0	6	spring
MN	MN04-05	MN04-05	malt	0	6	spring
MN	MN04-07	MN04-07	malt	0	6	spring
MN	MN04-09	MN04-09	malt	0	6	spring
MN	MN04-11	MN04-11	malt	0	6	spring
MN	MN04-13	MN04-13	malt	0	6	spring
MN	MN04-15	MN04-15	malt	0	6	spring
MN	MN04-17	MN04-17	malt	0	6	spring
MN	MN04-19	MN04-19	malt	0	6	spring
MN	MN04-21	MN04-21	malt	0	6	spring
MN	MN04-23	MN04-23	malt	0	6	spring
MN	MN04-25	MN04-25	malt	0	6	spring
MN	MN04-27	MN04-27	malt	0	6	spring
MN	MN04-29	MN04-29	malt	0	6	spring
MN	MN04-31	MN04-31	malt	0	6	spring
MN	MN04-33	MN04-33	malt	0	6	spring
MN	MN04-35	MN04-35	malt	0	6	spring
MN	MN04-37	MN04-37	malt	0	6	spring
MN	MN04-39	MN04-39	malt	0	6	spring
MN	MN04-41	MN04-41	malt	0	6	spring
MN	MN04-43	MN04-43	malt	0	6	spring
MN	MN04-45	MN04-45	malt	0	6	spring
MN	MN04-47	MN04-47	malt	0	6	spring
MN	MN04-49	MN04-49	malt	0	6	spring
MN	MN04-51	MN04-51	malt	0	6	spring
MN	MN04-53	MN04-53	malt	0	6	spring
MN	MN04-55	MN04-55	malt	0	6	spring
MN	NEG2-03	NEG2-03	malt	0	6	spring
MN	NEG2-48	NEG2-48	malt	0	6	spring
MN	NEG2-59	NEG2-59	malt	0	6	spring
MN	NEG4-37	NEG4-37	malt	0	6	spring
MN	NEG5-02	NEG5-02	malt	0	6	spring
MN	NEG5-125	NEG5-125	malt	0	6	spring
MN	NEG5-76	NEG5-76	malt	0	6	spring
MN	SEP10-20	SEP10-20	malt	0	6	spring
MN	SEP10-51	SEP10-51	malt	0	6	spring
MN	SEP11-23	SEP11-23	malt	0	6	spring
MN	SEP11-33	SEP11-33	malt	0	6	spring
MN	SEP11-88	SEP11-88	malt	0	6	spring
MN	SNB2-21	SNB2-21	malt	0	6	spring
MN	SNB2-26	SNB2-26	malt	0	6	spring
MN	SNB2-56	SNB2-56	malt	0	6	spring
MN	FEG178-02	FEG178-02	malt	hulled	6	spring
MN	FEG178-05	FEG178-05	malt	hulled	6	spring
MN	FEG178-11	FEG178-11	malt	hulled	6	spring
MN	FEG178-16	FEG178-16	malt	hulled	6	spring
MN	FEG178-18	FEG178-18	malt	hulled	6	spring
MN	FEG178-45	FEG178-45	malt	hulled	6	spring
MN	FEG178-64	FEG178-64	malt	hulled	6	spring
MN	FEG178-65	FEG178-65	malt	hulled	6	spring
MN	FEG179-10	FEG179-10	malt	hulled	6	spring
MN	FEG179-17	FEG179-17	malt	hulled	6	spring
MN	FEG179-18	FEG179-18	malt	hulled	6	spring
MN	FEG179-28	FEG179-28	malt	hulled	6	spring
MN	FEG179-66	FEG179-66	malt	hulled	6	spring
MN	FEG180-19	FEG180-19	malt	hulled	6	spring
MN	FEG181-09	FEG181-09	malt	H	6	spring
MN	FEG181-17	FEG181-17	malt	hulled	6	spring
MN	FEG181-40	FEG181-40	malt	hulled	6	spring
MN	FEG181-42	FEG181-42	malt	hulled	6	spring
MN	FEG181-62	FEG181-62	malt	hulled	6	spring
MN	FEG181-64	FEG181-64	malt	hulled	6	spring
MN	FEG181-66	FEG181-66	malt	hulled	6	spring
MN	FEG182-15	FEG182-15	malt	hulled	6	spring
MN	FEG182-31	FEG182-31	malt	hulled	6	spring
MN	FEG182-37	FEG182-37	malt	hulled	6	spring
MN	FEG182-57	FEG182-57	malt	hulled	6	spring
MN	FEG182-60	FEG182-60	malt	hulled	6	spring
MN	FEG182-61	FEG182-61	malt	hulled	6	spring
MN	FEG183-24	FEG183-24	malt	hulled	6	spring
MN	FEG183-25	FEG183-25	malt	hulled	6	spring
MN	FEG183-28	FEG183-28	malt	hulled	6	spring
MN	FEG183-51	FEG183-51	malt	hulled	6	spring
MN	FEG183-52	FEG183-52	malt	hulled	6	spring
MN	FEG183-53	FEG183-53	malt	H	6	spring
MN	FEG184-11	FEG184-11	malt	hulled	6	spring
MN	FEG184-23	FEG184-23	malt	hulled	6	spring
MN	FEG184-24	FEG184-24	malt	hulled	6	spring
MN	FEG184-34	FEG184-34	malt	hulled	6	spring
MN	FEG184-35	FEG184-35	malt	hulled	6	spring
MN	FEG184-43	FEG184-43	malt	hulled	6	spring
MN	FEG184-50	FEG184-50	malt	hulled	6	spring
MN	FEG184-54	FEG184-54	malt	hulled	6	spring
MN	FEG184-60	FEG184-60	malt	hulled	6	spring
MN	FEG185-10	FEG185-10	malt	hulled	6	spring
MN	FEG185-15	FEG185-15	malt	hulled	6	spring
